title,price,engine,transmission,drivetrain,mileage,location
Used 2013 JEEP WRANGLER UNLIMITED FREEDOM EDITION,"$30,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"46,400 miles","Verona,NJ(12mi)"
Used 2015 DODGE DURANGO SXT,"$31,000 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"70,846 miles","Linden,NJ(14mi)"
Used 2015 JEEP CHEROKEE LIMITED EDITION,"$31,000 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,459 miles","LittleFalls,NJ(50mi)"
Used 2012 HYUNDAI SANTA FE LIMITED EDITION,"$24,500 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"115,820 miles","Wall,NJ(37mi)"
Certified 2016 ACURA MDX TECHNOLOGY,"$24,500 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,525 miles","Verona,NJ(12mi)"
Used 2016 NISSAN JUKE,"$34,981 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"14,105 miles","HamiltonSquare,NJ(49mi)"
Used 2013 JEEP GRAND CHEROKEE LIMITED EDITION,"$22,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"30,300 miles","Totowa,NJ(15mi)"
Used 2015 MAZDA CX-5 GRAND TOURING,"$22,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"30,244 miles","Totowa,NJ(15mi)"
Used 2008 FORD EDGE LIMITED,"$17,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"95,108 miles","Totowa,NJ(15mi)"
Used 2014 SUBARU FORESTER 2.5I,"$17,995 ",Engine4 Cyl,TransmissionManual,DrivetrainAWD,"63,722 miles","WestCaldwell,NJ(16mi)"
Used 2014 TOYOTA RAV4 LE,"$9,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"40,451 miles","Springfield,NJ(15mi)"
Used 2013 JEEP GRAND CHEROKEE LIMITED EDITION,"$9,495 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,318 miles","LittleFalls,NJ(50mi)"
Used 2015 CHEVROLET EQUINOX LT LT1,"$15,513 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"32,462 miles","Bath,PA(71mi)"
Used 2014 NISSAN JUKE SV,"$15,513 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,212 miles","Bloomfield,NJ(9mi)"
Used 2015 NISSAN ROGUE S,"$19,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"15,327 miles","Totowa,NJ(15mi)"
Certified 2015 MAZDA CX-5 GRAND TOURING,"$19,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,387 miles","Wayne,NJ(17mi)"
Used 2015 NISSAN ROGUE SELECT S,"$25,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"18,087 miles","Totowa,NJ(15mi)"
Used 2015 NISSAN ROGUE SL,"$25,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,443 miles","Totowa,NJ(15mi)"
Used 2011 FORD EDGE SEL,"$21,900 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"57,958 miles","Randolph,NJ(31mi)"
Used 2013 DODGE DURANGO CREW,"$21,900 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"95,350 miles","Totowa,NJ(15mi)"
Certified 2016 CHEVROLET EQUINOX LT,"$15,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,573 miles","Nazareth,PA(67mi)"
Certified 2014 HONDA CR-V EX,"$18,380 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,944 miles","Hamilton,NJ(50mi)"
Used 2009 BMW X5 XDRIVE48I,"$18,380 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"93,090 miles","Newton,NJ(43mi)"
Used 2016 JEEP CHEROKEE SPORT,"$19,595 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"34,092 miles","Totowa,NJ(15mi)"
Certified 2016 ACURA MDX,"$19,595 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"12,379 miles","Wayne,NJ(14mi)"
Used 2015 NISSAN ROGUE S,"$17,981 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,348 miles","Totowa,NJ(15mi)"
Used 2015 FORD EXPLORER BASE,"$17,981 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"45,489 miles","Totowa,NJ(15mi)"
Used 2015 JEEP COMPASS LATITUDE,"$34,980 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"35,862 miles","LittleFalls,NJ(50mi)"
Used 2014 GMC ACADIA DENALI,"$34,980 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"63,208 miles","Wayne,NJ(14mi)"
Used 2015 SUBARU FORESTER 2.5I,"$16,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"55,169 miles","Parsippany,NJ(23mi)"
Certified 2015 JEEP GRAND CHEROKEE ALTITUDE,"$16,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,210 miles","Somerville,NJ(32mi)"
Used 2015 GMC YUKON XL SLT,"$21,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"59,053 miles","Hamilton,NJ(50mi)"
Used 2009 NISSAN MURANO S,"$21,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"91,632 miles","Bloomfield,NJ(9mi)"
Used 2015 NISSAN ARMADA PLATINUM EDITION,"$16,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"17,803 miles","Edison,NJ(25mi)"
Used 2016 ACURA MDX TECHNOLOGY,"$16,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,160 miles","Totowa,NJ(15mi)"
Certified 2015 BMW X4 XDRIVE28I,"$28,470 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,734 miles","Morristown,NJ(23mi)"
Certified 2015 BMW X5 XDRIVE35I,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,150 miles","Morristown,NJ(23mi)"
Used 2014 CHEVROLET TRAVERSE LT LT1,"$43,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,079 miles","Bath,PA(71mi)"
Used 2014 BMW X6 XDRIVE35I,"$23,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"51,400 miles","Linden,NJ(14mi)"
Certified 2012 PORSCHE CAYENNE,"$23,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"47,035 miles","Parsippany,NJ(19mi)"
Certified 2015 ACURA RDX,"$36,990 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,363 miles","EastBrunswick,NJ(29mi)"
Used 2014 LAND ROVER RANGE ROVER HSE,"$36,990 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"37,144 miles","Englewood,NJ(11mi)"
Used 2017 JEEP GRAND CHEROKEE LIMITED EDITION,"$34,900 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"6,724 miles","LittleFalls,NJ(50mi)"
Used 2017 CHEVROLET TAHOE LT,"$34,900 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"4,275 miles","Nazareth,PA(67mi)"
Certified 2017 BMW X5 XDRIVE40E IPERFORMANCE,"$26,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"5,064 miles","Wayne,NJ(18mi)"
Used 2015 NISSAN ROGUE SV,"$26,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,859 miles","Bloomfield,NJ(9mi)"
Used 2015 NISSAN ROGUE SV,"$61,950 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,215 miles","Totowa,NJ(15mi)"
Used 2015 TOYOTA 4RUNNER SR5,"$61,950 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"51,762 miles","NorthPlainfield,NJ(21mi)"
Used 2017 NISSAN ARMADA PLATINUM EDITION,"$36,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"17,502 miles","Edison,NJ(25mi)"
Used 2014 BMW X5 XDRIVE35I,"$36,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"39,001 miles","Morristown,NJ(23mi)"
Used 2017 JEEP PATRIOT SPORT,"$49,995 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"21,205 miles","WestCaldwell,NJ(16mi)"
Certified 2015 LAND ROVER RANGE ROVER SPORT HSE,"$54,900 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,620 miles","Parsippany,NJ(18mi)"
Used 2015 NISSAN ROGUE SV,"$54,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,415 miles","Totowa,NJ(15mi)"
Certified 2017 VOLKSWAGEN TOUAREG EXECUTIVE,"$17,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"16,542 miles","Bridgewater,NJ(32mi)"
Used 2016 PORSCHE CAYENNE,"$17,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"29,823 miles","Parsippany,NJ(19mi)"
Used 2017 NISSAN ROGUE SV,"$44,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"12,394 miles","Totowa,NJ(15mi)"
Used 2006 HONDA PILOT EXL,"$44,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"102,120 miles","JerseyCity,NJ(2mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$52,490 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"40,773 miles","EastBrunswick,NJ(29mi)"
Certified 2014 BMW X5 XDRIVE35I,"$52,490 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,501 miles","Morristown,NJ(23mi)"
Used 2017 PORSCHE MACAN GTS,"$19,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"2,228 miles","Parsippany,NJ(19mi)"
Used 2007 BMW X3 3.0SI,"$19,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"148,750 miles","Newton,NJ(43mi)"
Certified 2013 GMC TERRAIN SLE SLE-1,"$8,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"34,248 miles","Nazareth,PA(67mi)"
Certified 2014 HONDA CR-V EX,"$8,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,100 miles","Hamilton,NJ(50mi)"
Certified 2015 BMW X1 XDRIVE28I,"$27,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,447 miles","Edison,NJ(25mi)"
Used 2016 NISSAN PATHFINDER SV,"$27,980 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"36,597 miles","Totowa,NJ(15mi)"
Used 2015 NISSAN ROGUE SV,"$38,407 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,996 miles","Bloomfield,NJ(9mi)"
Certified 2012 FORD EXPLORER BASE,"$15,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"55,102 miles","Somerville,NJ(32mi)"
Certified 2014 BMW X3 XDRIVE28I,"$15,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"44,460 miles","Morristown,NJ(23mi)"
Certified 2017 BMW X1 XDRIVE28I,"$27,816 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,210 miles","Wayne,NJ(18mi)"
Used 2015 FORD EXPLORER LIMITED EDITION,"$27,816 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"44,995 miles","Nazareth,PA(67mi)"
Used 2015 KIA SPORTAGE EX,"$36,998 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"28,669 miles","Bath,PA(71mi)"
Used 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$36,998 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"36,525 miles","Springfield,NJ(15mi)"
Used 2015 NISSAN ROGUE SV,"$27,997 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,355 miles","Bloomfield,NJ(9mi)"
Used 2015 TOYOTA RAV4 XLE,"$27,997 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,218 miles","Springfield,NJ(15mi)"
Used 2015 AUDI Q5 PREMIUM PLUS,"$18,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"39,063 miles","Bridgewater,NJ(32mi)"
Used 2013 MERCEDES-BENZ GL-CLASS GL 550 4MATIC,"$18,900 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"85,059 miles","Parsippany,NJ(19mi)"
Used 2017 BMW X3 SDRIVE28I,"$26,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainRWD,"9,232 miles","Newton,NJ(43mi)"
Used 2010 HONDA CR-V LX,"$26,992 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"56,107 miles","WestCaldwell,NJ(16mi)"
Used 2010 NISSAN MURANO SL,"$20,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"85,370 miles","Totowa,NJ(15mi)"
Certified 2015 PORSCHE MACAN S,"$20,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,708 miles","Parsippany,NJ(19mi)"
Used 2016 LAND ROVER RANGE ROVER EVOQUE SE PREMIUM,"$21,992 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"27,956 miles","EastBrunswick,NJ(29mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$34,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,440 miles","EastBrunswick,NJ(29mi)"
Used 2017 NISSAN ARMADA SV,"$34,997 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"15,156 miles","Totowa,NJ(15mi)"
Certified 2016 JEEP COMPASS SPORT,"$32,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"35,464 miles","Somerville,NJ(32mi)"
Certified 2014 TOYOTA HIGHLANDER XLE,"$32,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,218 miles","WoodRidge,NJ(7mi)"
Used 2014 JEEP COMPASS LATITUDE,"$14,988 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"44,522 miles","LittleFalls,NJ(50mi)"
Used 2017 PORSCHE MACAN TURBO,"$14,988 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"1,589 miles","Parsippany,NJ(19mi)"
Used 2016 DODGE JOURNEY SE,"$30,993 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"21,223 miles","WindGap,PA(66mi)"
Certified 2015 BMW X1 XDRIVE35I,"$30,993 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,489 miles","Wayne,NJ(18mi)"
Used 2015 NISSAN ROGUE SV,"$15,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,136 miles","Bloomfield,NJ(9mi)"
Used 2017 BMW X1 XDRIVE28I,"$15,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,452 miles","Wayne,NJ(18mi)"
Used 2014 NISSAN ROGUE SL,"$92,125 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"43,225 miles","Totowa,NJ(15mi)"
Used 2015 BMW X5 XDRIVE35D,"$92,125 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"60,119 miles","Linden,NJ(14mi)"
Used 2015 HONDA PILOT EXL,"$18,997 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"45,948 miles","Passaic,NJ(8mi)"
Used 2017 DODGE JOURNEY CROSSROAD,"$18,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainFWD,"24,596 miles","Springfield,NJ(15mi)"
Used 2015 DODGE DURANGO LIMITED,"$28,998 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,533 miles","Springfield,NJ(15mi)"
Used 2016 DODGE DURANGO LIMITED,"$28,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"42,212 miles","Nazareth,PA(67mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$28,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,293 miles","EastBrunswick,NJ(29mi)"
Used 2017 JEEP COMPASS SPORT,"$35,980 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"27,876 miles","WindGap,PA(66mi)"
Used 2015 TOYOTA RAV4 LE,"$35,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"10,956 miles","Springfield,NJ(15mi)"
Used 2016 BMW X4 XDRIVE28I,"$21,997 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"13,814 miles","Morristown,NJ(23mi)"
Certified 2015 ACURA RDX TECHNOLOGY,"$21,997 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,653 miles","EastBrunswick,NJ(29mi)"
Used 2017 CHEVROLET TAHOE LT,"$21,992 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"13,432 miles","Verona,NJ(12mi)"
Used 2017 BMW X3 XDRIVE28I,"$21,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"2,896 miles","Wayne,NJ(18mi)"
Used 2016 NISSAN PATHFINDER PLATINUM,"$44,777 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"16,555 miles","Totowa,NJ(15mi)"
Used 2015 ACURA MDX TECHNOLOGY,"$44,777 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,746 miles","Wayne,NJ(14mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$28,970 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"34,896 miles","Bath,PA(71mi)"
Certified 2016 LAND ROVER LR4 HSE LUX,"$28,970 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"14,190 miles","Parsippany,NJ(18mi)"
Used 2014 GMC ACADIA DENALI,"$52,000 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"84,874 miles","Morristown,NJ(22mi)"
Used 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$52,000 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"46,802 miles","Bloomfield,NJ(9mi)"
Used 2015 JEEP CHEROKEE LATITUDE,"$45,890 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"30,039 miles","HamiltonSquare,NJ(49mi)"
Certified 2014 HONDA ACCORD CROSSTOUR EXL,"$22,199 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"52,510 miles","Hamilton,NJ(50mi)"
Used 2015 NISSAN ROGUE SELECT S,"$22,199 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,605 miles","Totowa,NJ(15mi)"
Used 2010 MERCEDES-BENZ GL-CLASS GL 450 4MATIC,"$14,995 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"96,693 miles","MountainLakes,NJ(24mi)"
Used 2016 NISSAN JUKE,"$14,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"9,548 miles","HamiltonSquare,NJ(49mi)"
Used 2016 DODGE DURANGO LIMITED,"$16,985 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"13,656 miles","LittleFalls,NJ(50mi)"
Used 2015 NISSAN ROGUE S,"$16,985 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,299 miles","Edison,NJ(21mi)"
Used 2014 SUBARU XV CROSSTREK PREMIUM,"$16,933 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,655 miles","Parsippany,NJ(23mi)"
Used 2017 BMW X1 XDRIVE28I,"$16,933 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,777 miles","Wayne,NJ(18mi)"
Used 2013 MERCEDES-BENZ GL-CLASS GL 450 4MATIC,"$29,991 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"71,241 miles","Linden,NJ(14mi)"
Used 2013 ACURA RDX BASE,"$29,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"47,434 miles","Rockaway,NJ(27mi)"
Used 2017 DODGE JOURNEY SE,"$15,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"29,312 miles","Totowa,NJ(15mi)"
Certified 2015 MAZDA CX-5 TOURING,"$15,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,700 miles","Wayne,NJ(17mi)"
Used 2016 NISSAN ROGUE SL,"$17,713 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,923 miles","Totowa,NJ(15mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$17,713 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"40,058 miles","Totowa,NJ(15mi)"
Used 2013 HONDA PILOT TOURING,"$37,998 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"79,790 miles","Newton,NJ(43mi)"
Used 2014 LEXUS GX 460 LUXURY,"$42,992 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"22,493 miles","Springfield,NJ(15mi)"
Certified 2015 HONDA PILOT LX,"$42,992 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"31,837 miles","WestCaldwell,NJ(16mi)"
Used 2016 NISSAN ROGUE SL,"$24,413 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,937 miles","Totowa,NJ(15mi)"
Certified 2014 LAND ROVER RANGE ROVER HSE,"$24,413 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"7,315 miles","Parsippany,NJ(18mi)"
Used 2018 PORSCHE MACAN GTS,"$25,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,64 miles,"Parsippany,NJ(19mi)"
Used 2014 NISSAN PATHFINDER PLATINUM,"$25,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"36,683 miles","HamiltonSquare,NJ(49mi)"
Used 2014 PORSCHE CAYENNE PLATINUM EDITION,"$66,900 ",Engine6 Cyl,TransmissionN/A,DrivetrainAWD,"43,689 miles","Parsippany,NJ(19mi)"
Used 2014 NISSAN ROGUE SELECT S,"$66,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,919 miles","Verona,NJ(12mi)"
Certified 2017 BMW X6 M,"$78,030 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,076 miles","Wayne,NJ(18mi)"
Certified 2015 HONDA CR-V EXL,"$78,030 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,721 miles","WestCaldwell,NJ(16mi)"
Used 2016 ACURA MDX TECHNOLOGY,"$25,933 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"21,457 miles","WestCaldwell,NJ(16mi)"
Used 2012 NISSAN MURANO SV,"$25,933 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"59,944 miles","Wall,NJ(37mi)"
Used 2015 NISSAN ARMADA PLATINUM EDITION,"$39,488 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"20,854 miles","Totowa,NJ(15mi)"
Certified 2016 CHEVROLET TRAX LS 1LS,"$39,488 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"30,828 miles","Nazareth,PA(67mi)"
Used 2015 TOYOTA RAV4 LE,"$13,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,401 miles","Springfield,NJ(15mi)"
Used 2014 JEEP CHEROKEE LIMITED EDITION,"$17,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"53,330 miles","Wall,NJ(37mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$17,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"27,768 miles","EastBrunswick,NJ(29mi)"
Certified 2017 LAND ROVER DISCOVERY SPORT HSE,"$36,780 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"5,195 miles","Parsippany,NJ(18mi)"
Certified 2014 TOYOTA RAV4 LE,"$36,780 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"29,565 miles","WoodRidge,NJ(7mi)"
Certified 2017 MAZDA CX-5 GRAND TOURING,"$40,300 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,325 miles","EastBrunswick,NJ(28mi)"
Used 2014 KIA SPORTAGE LX,"$40,300 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,045 miles","LittleFalls,NJ(50mi)"
Used 2006 HONDA PILOT EXL,"$19,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"158,061 miles","NorthPlainfield,NJ(21mi)"
Certified 2015 LEXUS GX 460 BASE,"$19,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"28,352 miles","Englewood,NJ(11mi)"
Certified 2015 TOYOTA 4RUNNER LIMITED EDITION,"$29,974 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"22,614 miles","WoodRidge,NJ(7mi)"
Used 2015 HONDA ACCORD CROSSTOUR EXL,"$29,974 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,419 miles","Wayne,NJ(14mi)"
Used 2016 JEEP GRAND CHEROKEE HIGH ALTITUDE,"$12,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"24,565 miles","Morristown,NJ(23mi)"
Used 2014 JEEP WRANGLER SPORT,"$12,991 ",Engine6 Cyl,TransmissionN/A,Drivetrain4WD,"38,476 miles","Bloomfield,NJ(9mi)"
Used 2015 TOYOTA HIGHLANDER XLE,"$5,588 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"47,539 miles","Springfield,NJ(15mi)"
Used 2010 HONDA CR-V LX,"$5,588 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"49,354 miles","Edison,NJ(25mi)"
Used 2015 NISSAN ROGUE SV,"$38,996 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"14,286 miles","Verona,NJ(12mi)"
Certified 2015 MERCEDES-BENZ M-CLASS ML 350 4MATIC,"$38,486 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,316 miles","Bridgewater,NJ(31mi)"
Certified 2016 LAND ROVER LR4 HSE,"$38,486 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"37,762 miles","Parsippany,NJ(18mi)"
Used 2017 INFINITI QX70,"$54,300 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"16,239 miles","EastBrunswick,NJ(29mi)"
Used 2017 JEEP GRAND CHEROKEE LIMITED EDITION,"$54,300 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"3,039 miles","LittleFalls,NJ(50mi)"
Used 2012 JEEP LIBERTY LIMITED JET EDITION,"$32,870 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"64,636 miles","LittleFalls,NJ(50mi)"
Used 2013 DODGE DURANGO CREW,"$32,870 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainRWD,"54,204 miles","Morristown,NJ(22mi)"
Used 2010 TOYOTA RAV4,"$37,991 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"46,981 miles","WoodRidge,NJ(7mi)"
Used 2013 FORD EXPLORER BASE,"$37,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"80,459 miles","Somerville,NJ(32mi)"
