title,price,engine,transmission,drivetrain,mileage,location
Used 2011 HONDA PILOT EXL,"$29,990 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"96,226 miles","Newton,NJ(43mi)"
Used 2012 VOLKSWAGEN TOUAREG SPORT,"$29,990 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"88,605 miles","Linden,NJ(14mi)"
Used 2016 NISSAN PATHFINDER SL,"$17,500 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"12,453 miles","Totowa,NJ(15mi)"
Used 2015 JEEP WRANGLER UNLIMITED SPORT,"$17,500 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"30,201 miles","Totowa,NJ(15mi)"
Certified 2016 LAND ROVER RANGE ROVER EVOQUE SE,"$14,995 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"27,305 miles","Parsippany,NJ(18mi)"
Used 2016 NISSAN MURANO S,"$14,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,545 miles","Totowa,NJ(15mi)"
Used 2015 TOYOTA HIGHLANDER LIMITED,"$16,990 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,749 miles","Parsippany,NJ(23mi)"
Used 2015 SUBARU FORESTER 2.5I PREMIUM,"$16,990 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"50,973 miles","Parsippany,NJ(23mi)"
Used 2013 MITSUBISHI OUTLANDER SPORT LE,"$27,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"43,935 miles","SouthAmboy,NJ(24mi)"
Used 2015 JEEP WRANGLER UNLIMITED SPORT,"$27,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,573 miles","Springfield,NJ(15mi)"
Certified 2015 MINI COOPER COUNTRYMAN S,"$28,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,213 miles","Morristown,NJ(22mi)"
Used 2017 BMW X1 XDRIVE28I,"$39,890 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,286 miles","Wayne,NJ(18mi)"
Used 2014 JEEP CHEROKEE TRAILHAWK,"$39,890 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"30,628 miles","Bridgewater,NJ(32mi)"
Used 2017 JEEP PATRIOT SPORT,"$22,995 ",Engine4 Cyl,TransmissionManual,Drivetrain4WD,49 miles,"LittleFalls,NJ(50mi)"
Used 2014 SUBARU XV CROSSTREK PREMIUM,"$22,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,540 miles","Parsippany,NJ(23mi)"
Used 2014 JEEP GRAND CHEROKEE OVERLAND,"$16,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"39,989 miles","Totowa,NJ(15mi)"
Used 2011 HONDA CR-V EXL,"$16,991 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"67,486 miles","Somerville,NJ(32mi)"
Used 2008 HYUNDAI SANTA FE LIMITED EDITION,"$18,843 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"153,339 miles","Bloomfield,NJ(9mi)"
Used 2016 FORD ESCAPE TITANIUM,"$18,843 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"26,298 miles","Bridgewater,NJ(32mi)"
Used 2015 NISSAN ROGUE SL,"$29,551 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"44,042 miles","Bloomfield,NJ(9mi)"
Used 2014 NISSAN ROGUE SV,"$29,551 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"37,823 miles","Totowa,NJ(15mi)"
Used 2015 NISSAN ROGUE SV,"$14,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,853 miles","Totowa,NJ(15mi)"
Certified 2015 NISSAN ROGUE SL,"$14,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,273 miles","Bloomfield,NJ(9mi)"
Used 2010 JEEP WRANGLER SAHARA,"$8,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"86,258 miles","Somerville,NJ(32mi)"
Used 2014 NISSAN MURANO LE,"$8,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,970 miles","Totowa,NJ(15mi)"
Used 2011 MERCEDES-BENZ GL-CLASS GL 450 4MATIC,"$21,995 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"87,248 miles","Linden,NJ(14mi)"
Used 2016 FIAT 500X EASY,"$13,488 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"37,799 miles","SouthAmboy,NJ(24mi)"
Used 2015 NISSAN JUKE NISMO,"$13,488 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,055 miles","Edison,NJ(25mi)"
Used 2014 JEEP GRAND CHEROKEE LAREDO,"$16,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"33,562 miles","Springfield,NJ(15mi)"
Used 2011 CHEVROLET TAHOE LTZ,"$16,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"131,528 miles","JerseyCity,NJ(2mi)"
Used 2013 NISSAN ROGUE SV,"$28,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"16,666 miles","Totowa,NJ(15mi)"
Used 2015 NISSAN JUKE SV,"$28,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"57,489 miles","Springfield,NJ(15mi)"
Used 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$20,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"46,594 miles","Bernardsville,NJ(28mi)"
Used 2015 SUBARU FORESTER 2.5I,"$20,995 ",Engine4 Cyl,TransmissionManual,DrivetrainAWD,"30,966 miles","Bloomfield,NJ(9mi)"
Used 2014 NISSAN MURANO SL,"$16,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,792 miles","HamiltonSquare,NJ(49mi)"
Certified 2015 ACURA MDX TECHNOLOGY,"$16,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,550 miles","Wayne,NJ(14mi)"
Used 2015 JEEP GRAND CHEROKEE ALTITUDE,"$15,992 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"49,628 miles","Somerville,NJ(32mi)"
Certified 2016 NISSAN ROGUE S,"$15,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,736 miles","Bloomfield,NJ(9mi)"
Used 2013 BMW X5 XDRIVE35I,"$26,877 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"59,659 miles","Linden,NJ(14mi)"
Used 2013 TOYOTA HIGHLANDER LIMITED,"$26,877 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"74,460 miles","WoodRidge,NJ(7mi)"
Used 2010 HONDA ACCORD CROSSTOUR EXL,"$17,980 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"96,997 miles","Passaic,NJ(8mi)"
Certified 2014 PORSCHE CAYENNE,"$48,490 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,697 miles","Parsippany,NJ(19mi)"
Used 2016 NISSAN ROGUE SV,"$48,490 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,249 miles","Totowa,NJ(15mi)"
Used 2016 BUICK ENCLAVE LEATHER GROUP,"$20,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,561 miles","Springfield,NJ(15mi)"
Used 2016 BMW X6 XDRIVE35I,"$20,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,079 miles","Newton,NJ(43mi)"
Used 2015 JEEP WRANGLER UNLIMITED SPORT,"$28,992 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"21,791 miles","Springfield,NJ(15mi)"
Used 2015 BMW X6 XDRIVE35I,"$28,992 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"12,220 miles","Kenvil,NJ(33mi)"
Used 2016 MAZDA CX-5 GRAND TOURING,"$47,795 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,180 miles","EastBrunswick,NJ(28mi)"
Used 2017 BMW X1 XDRIVE28I,"$47,795 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"2,640 miles","Wayne,NJ(18mi)"
Used 2013 LEXUS LX 570,"$32,992 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"51,218 miles","Parsippany,NJ(18mi)"
Used 2015 SUBARU FORESTER 2.5I PREMIUM,"$32,992 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"45,415 miles","Parsippany,NJ(23mi)"
Used 2015 CADILLAC ESCALADE ESV PREMIUM,"$53,210 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"31,234 miles","Wayne,NJ(17mi)"
Certified 2014 JEEP GRAND CHEROKEE LIMITED EDITION,"$53,210 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"58,352 miles","Somerville,NJ(32mi)"
Used 2012 TOYOTA HIGHLANDER SE,"$23,974 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"69,549 miles","Springfield,NJ(15mi)"
Used 2016 JEEP CHEROKEE LIMITED EDITION,"$23,974 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"23,925 miles","Edison,NJ(25mi)"
Used 2012 NISSAN ROGUE SV,"$39,888 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"73,225 miles","Totowa,NJ(15mi)"
Used 2005 LAND ROVER LR3 SE,"$6,775 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"113,829 miles","MountainLakes,NJ(24mi)"
Used 2012 JEEP GRAND CHEROKEE LAREDO,"$6,775 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"74,259 miles","Totowa,NJ(15mi)"
Certified 2016 ACURA MDX,"$17,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"20,089 miles","EastBrunswick,NJ(29mi)"
Used 2017 DODGE DURANGO GT,"$17,655 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"2,305 miles","LittleFalls,NJ(50mi)"
Used 2017 MERCEDES-BENZ GLE 350 4MATIC,"$36,680 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,958 miles","Bridgewater,NJ(31mi)"
Certified 2017 LAND ROVER RANGE ROVER EVOQUE SE PREMIUM,"$36,680 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"5,321 miles","Parsippany,NJ(18mi)"
Used 2014 LEXUS GX 460 BASE,"$36,991 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"31,993 miles","Englewood,NJ(11mi)"
Used 2015 JEEP CHEROKEE TRAILHAWK,"$36,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"32,604 miles","Springfield,NJ(15mi)"
Used 2015 INFINITI QX70,"$61,086 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"29,795 miles","Morristown,NJ(23mi)"
Used 2014 JEEP CHEROKEE LIMITED EDITION,"$61,086 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"54,026 miles","Totowa,NJ(15mi)"
Used 2012 NISSAN PATHFINDER S,"$42,300 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"77,822 miles","Totowa,NJ(15mi)"
Used 2015 JEEP WRANGLER UNLIMITED SPORT,"$42,300 ",Engine6 Cyl,TransmissionN/A,Drivetrain4WD,"50,489 miles","Somerville,NJ(32mi)"
Certified 2015 MAZDA CX-5 TOURING,"$36,897 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,989 miles","Morristown,NJ(23mi)"
Used 2015 NISSAN ROGUE SV,"$36,897 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,485 miles","Bloomfield,NJ(9mi)"
Used 2014 JEEP GRAND CHEROKEE ALTITUDE,"$25,992 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"50,669 miles","Bridgewater,NJ(32mi)"
Certified 2014 HONDA CR-V LX,"$16,899 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"40,364 miles","Hamilton,NJ(50mi)"
Certified 2017 ACURA MDX BASE,"$16,899 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"5,122 miles","Verona,NJ(12mi)"
Used 2014 INFINITI QX70,"$41,800 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,147 miles","Wall,NJ(37mi)"
Used 2014 NISSAN PATHFINDER SV,"$41,800 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"53,271 miles","Totowa,NJ(15mi)"
Used 2015 MAZDA CX-5 TOURING,"$26,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"38,169 miles","LittleFalls,NJ(50mi)"
Used 2014 HYUNDAI SANTA FE SPORT,"$26,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"67,710 miles","Somerville,NJ(32mi)"
Certified 2016 ACURA RDX,"$20,095 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"30,346 miles","Wayne,NJ(14mi)"
Used 2014 NISSAN ROGUE SELECT S,"$20,095 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,891 miles","Totowa,NJ(15mi)"
Used 2017 MERCEDES-BENZ GLE 350 4MATIC,"$15,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"3,833 miles","Bridgewater,NJ(31mi)"
Used 2015 NISSAN ROGUE SL,"$15,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,138 miles","Bloomfield,NJ(9mi)"
Used 2015 SUBARU FORESTER 2.5I LIMITED,"$16,488 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"18,433 miles","Wall,NJ(37mi)"
Used 2016 TOYOTA HIGHLANDER LE PLUS,"$16,488 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"12,346 miles","Edison,NJ(25mi)"
Certified 2014 HONDA CR-V EX,"$28,970 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"18,311 miles","Passaic,NJ(8mi)"
Used 2015 NISSAN ROGUE SL,"$28,970 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,013 miles","Totowa,NJ(15mi)"
Used 2015 LEXUS GX 460 BASE,"$14,223 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"34,898 miles","Englewood,NJ(11mi)"
Certified 2017 BMW X3 XDRIVE28I,"$45,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,498 miles","Wayne,NJ(18mi)"
Certified 2014 NISSAN ROGUE SV,"$45,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"41,431 miles","Bloomfield,NJ(9mi)"
Used 2016 KIA SPORTAGE LX,"$16,880 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"9,981 miles","Nazareth,PA(67mi)"
Used 2015 SUBARU FORESTER 2.5I LIMITED,"$16,880 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,865 miles","Bloomfield,NJ(9mi)"
Used 2010 TOYOTA RAV4 LIMITED EDITION,"$17,827 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"43,694 miles","Edison,NJ(25mi)"
Used 2015 JEEP GRAND CHEROKEE LAREDO,"$17,827 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"45,368 miles","Springfield,NJ(15mi)"
Used 2016 FORD EXPEDITION,"$22,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"43,088 miles","Totowa,NJ(15mi)"
Used 2014 NISSAN PATHFINDER S,"$22,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"36,301 miles","Totowa,NJ(15mi)"
Certified 2015 LEXUS RX 350 BASE,"$14,995 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,498 miles","Englewood,NJ(11mi)"
Certified 2016 FORD EXPEDITION EL XLT,"$14,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"35,650 miles","Mendham,NJ(29mi)"
Used 2017 CHEVROLET EQUINOX LT,"$28,422 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"33,403 miles","Nazareth,PA(67mi)"
Used 2015 CHEVROLET TAHOE LTZ,"$28,422 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"50,523 miles","Newton,NJ(43mi)"
Certified 2014 HONDA CR-V LX,"$29,441 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,993 miles","Hamilton,NJ(50mi)"
Used 2016 NISSAN ROGUE SL,"$29,441 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,565 miles","Totowa,NJ(15mi)"
Used 2013 MERCEDES-BENZ GL-CLASS GL 550 4MATIC,"$18,495 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"30,053 miles","Totowa,NJ(15mi)"
Used 2015 TOYOTA RAV4 LE,"$17,653 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"17,492 miles","Parsippany,NJ(23mi)"
Used 2017 GMC YUKON SLT,"$17,653 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"23,973 miles","Linden,NJ(14mi)"
Certified 2014 MAZDA CX-9 TOURING,"$42,990 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,904 miles","EastBrunswick,NJ(28mi)"
Used 2014 NISSAN ROGUE SV,"$42,990 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"24,475 miles","Totowa,NJ(15mi)"
Used 2016 FORD EDGE TITANIUM,"$20,974 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"51,708 miles","Totowa,NJ(15mi)"
Used 2014 JEEP WRANGLER UNLIMITED SPORT,"$20,974 ",Engine6 Cyl,TransmissionManual,Drivetrain4WD,"30,571 miles","LittleFalls,NJ(50mi)"
Certified 2016 LEXUS GX 460 BASE,"$19,995 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"9,141 miles","Englewood,NJ(11mi)"
Used 2016 SUBARU CROSSTREK PREMIUM,"$19,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,955 miles","Bloomfield,NJ(9mi)"
Used 2017 JEEP CHEROKEE LATITUDE,"$23,461 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"31,630 miles","Totowa,NJ(15mi)"
Certified 2015 BMW X5 XDRIVE35I,"$23,461 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"35,983 miles","Morristown,NJ(23mi)"
Used 2015 JEEP WRANGLER UNLIMITED RUBICON,"$26,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"32,649 miles","Edison,NJ(25mi)"
Certified 2014 HONDA CR-V LX,"$26,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"33,929 miles","Hamilton,NJ(50mi)"
Used 2014 TOYOTA RAV4 XLE,"$47,495 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"41,548 miles","Edison,NJ(25mi)"
Certified 2017 BMW X3 XDRIVE35I,"$47,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"6,967 miles","Edison,NJ(25mi)"
Used 2011 HYUNDAI SANTA FE GLS,"$22,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"99,172 miles","Bloomfield,NJ(9mi)"
Certified 2015 BMW X6 XDRIVE50I,"$57,995 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,505 miles","Morristown,NJ(23mi)"
Used 2014 HYUNDAI TUCSON,"$57,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"25,954 miles","LittleFalls,NJ(50mi)"
Certified 2016 NISSAN PATHFINDER S,"$15,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"34,924 miles","Bloomfield,NJ(9mi)"
Used 2013 HONDA PILOT EX,"$15,991 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"90,919 miles","WestCaldwell,NJ(16mi)"
Used 2014 GMC TERRAIN DENALI,"$25,985 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"44,694 miles","EastBrunswick,NJ(29mi)"
Certified 2015 NISSAN ROGUE SV,"$25,985 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,728 miles","Bloomfield,NJ(9mi)"
Certified 2017 ACURA MDX BASE,"$17,813 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"5,145 miles","Verona,NJ(12mi)"
Used 2012 JEEP LIBERTY SPORT,"$17,813 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"79,167 miles","Somerville,NJ(32mi)"
Used 2016 JEEP PATRIOT SPORT,"$24,980 ",Engine4 Cyl,TransmissionManual,DrivetrainFWD,"48,901 miles","SouthAmboy,NJ(24mi)"
Certified 2016 MAZDA CX-5 GRAND TOURING,"$24,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"36,128 miles","Wayne,NJ(17mi)"
Used 2014 NISSAN ROGUE SELECT S,"$17,980 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"23,403 miles","HamiltonSquare,NJ(49mi)"
Used 2017 NISSAN PATHFINDER PLATINUM,"$17,980 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"10,814 miles","Totowa,NJ(15mi)"
Used 2014 NISSAN ROGUE SL,"$41,700 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,823 miles","Totowa,NJ(15mi)"
Used 2005 LEXUS RX 330,"$41,700 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"83,179 miles","Bloomfield,NJ(9mi)"
Certified 2017 LAND ROVER DISCOVERY SPORT HSE,"$12,488 ",Engine4 Cyl,TransmissionAutomatic,Drivetrain4WD,"7,452 miles","Parsippany,NJ(18mi)"
Used 2016 SUBARU FORESTER 2.5I PREMIUM,"$22,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"26,948 miles","Parsippany,NJ(23mi)"
Used 2013 LEXUS RX 350,"$22,999 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"61,919 miles","JerseyCity,NJ(2mi)"
Certified 2016 MAZDA CX-5 GRAND TOURING,"$24,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,148 miles","Morristown,NJ(23mi)"
Used 2017 JEEP GRAND CHEROKEE OVERLAND,"$24,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"11,675 miles","Verona,NJ(12mi)"
Used 2016 NISSAN ROGUE S,"$25,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,808 miles","Linden,NJ(14mi)"
Certified 2015 BMW X4 XDRIVE28I,"$25,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"31,008 miles","Edison,NJ(25mi)"
Certified 2015 VOLKSWAGEN TIGUAN S,"$41,000 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"26,293 miles","Edison,NJ(21mi)"
Used 2015 JEEP GRAND CHEROKEE LIMITED EDITION,"$41,000 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"38,155 miles","LittleFalls,NJ(50mi)"
Used 2013 VOLKSWAGEN TIGUAN S,"$14,590 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"46,607 miles","Morristown,NJ(23mi)"
Certified 2013 HYUNDAI TUCSON LIMITED EDITION,"$14,590 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"34,204 miles","Bloomfield,NJ(9mi)"
Used 2016 LEXUS GX 460,"$35,999 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"15,175 miles","Edison,NJ(25mi)"
Used 2015 KIA SORENTO LX,"$35,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"27,177 miles","Wall,NJ(37mi)"
Used 2016 MERCEDES-BENZ GLE 400 4MATIC,"$16,999 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,724 miles","Verona,NJ(12mi)"
Used 2015 NISSAN ROGUE SV,"$16,999 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,344 miles","Totowa,NJ(15mi)"
Certified 2016 BUICK ENCORE,"$26,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainFWD,"8,860 miles","Nazareth,PA(67mi)"
Certified 2015 BMW X5 XDRIVE35I,"$41,888 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"45,124 miles","Wayne,NJ(18mi)"
Used 2017 DODGE DURANGO R/T,"$41,888 ",Engine8 Cyl,TransmissionAutomatic,DrivetrainAWD,"11,562 miles","LittleFalls,NJ(50mi)"
Used 2017 BMW X1 XDRIVE28I,"$46,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"6,586 miles","Morristown,NJ(23mi)"
Used 2008 NISSAN ROGUE S,"$46,991 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"75,162 miles","Somerville,NJ(32mi)"
Used 2015 DODGE DURANGO LIMITED,"$41,495 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"22,257 miles","LittleFalls,NJ(50mi)"
Used 2014 LAND ROVER RANGE ROVER SPORT HSE,"$41,495 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"49,333 miles","Parsippany,NJ(19mi)"
Used 2015 HONDA PILOT SE,"$8,988 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"22,089 miles","Edison,NJ(25mi)"
Used 2013 MAZDA CX-5 TOURING,"$8,988 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"68,740 miles","Newton,NJ(43mi)"
Used 2017 MERCEDES-BENZ GLS 450 4MATIC,"$30,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"7,395 miles","Bridgewater,NJ(31mi)"
Certified 2017 ACURA MDX TECHNOLOGY,"$30,991 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"4,685 miles","Verona,NJ(12mi)"
Used 2015 NISSAN ROGUE SL,"$46,900 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"28,947 miles","Totowa,NJ(15mi)"
Used 2015 NISSAN ARMADA PLATINUM EDITION,"$46,900 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"23,119 miles","Edison,NJ(25mi)"
Certified 2014 HONDA CR-V EXL,"$26,995 ",Engine4 Cyl,TransmissionAutomatic,DrivetrainAWD,"51,325 miles","WestCaldwell,NJ(16mi)"
Used 2017 TOYOTA 4RUNNER LIMITED EDITION,"$26,995 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"15,276 miles","Springfield,NJ(15mi)"
Used 2006 GMC ENVOY XL DENALI,"$12,888 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"109,899 miles","NorthPlainfield,NJ(21mi)"
Used 2012 TOYOTA FJ CRUISER,"$25,988 ",Engine6 Cyl,TransmissionAutomatic,Drivetrain4WD,"74,668 miles","Somerville,NJ(32mi)"
Used 2015 NISSAN MURANO S,"$25,988 ",Engine6 Cyl,TransmissionAutomatic,DrivetrainAWD,"19,712 miles","HamiltonSquare,NJ(49mi)"
Used 2016 CADILLAC ESCALADE PLATINUM,"$27,633 ",Engine8 Cyl,TransmissionAutomatic,Drivetrain4WD,"17,145 miles","Wayne,NJ(18mi)"
